"season_batting_team_id","r_per_g_presep"
"2019_STL",4.65671641791045
"2019_CHC",4.91851851851852
"2019_MIL",4.6962962962963
"2019_CIN",4.51851851851852
"2019_PIT",4.76470588235294
"2019_LAD",5.44202898550725
"2019_ARI",5.16176470588235
"2019_SFG",4.40740740740741
"2019_SDP",4.37777777777778
"2019_COL",5.24817518248175
"2021_TBR",5.37878787878788
"2021_NYY",4.36363636363636
"2021_BOS",5.03731343283582
"2021_TOR",4.96946564885496
"2021_BAL",4.10687022900763
"2021_CHW",5.02255639097744
"2021_CLE",4.46511627906977
"2021_DET",4.25563909774436
"2021_KCR",4.14503816793893
"2021_MIN",4.56060606060606
"2021_HOU",5.29545454545455
"2021_OAK",4.45454545454545
"2021_SEA",4.18796992481203
"2021_LAA",4.58646616541353
"2021_TEX",3.87121212121212
"2021_ATL",4.85606060606061
"2021_PHI",4.58333333333333
"2021_NYM",3.76515151515152
"2021_WSN",4.40458015267176
"2021_MIA",3.94736842105263
"2021_MIL",4.62406015037594
"2021_CIN",4.93233082706767
"2021_STL",4.13076923076923
"2021_CHC",4.22556390977444
"2021_PIT",3.57575757575758
"2021_SFG",4.77272727272727
"2021_LAD",5.08270676691729
"2021_SDP",4.61940298507463
"2021_COL",4.53787878787879
"2021_ARI",4.17164179104478
"2022_NYY",4.97709923664122
"2022_TBR",4.26356589147287
"2022_TOR",4.65116279069767
"2022_BAL",4.2093023255814
"2022_BOS",4.49618320610687
"2022_CLE",4.2421875
"2022_MIN",4.45736434108527
"2022_CHW",4.18461538461538
"2022_KCR",3.93129770992366
"2022_DET",3.31538461538462
"2022_HOU",4.52671755725191
"2022_SEA",4.15384615384615
"2022_TEX",4.52713178294574
"2022_LAA",3.81679389312977
"2022_OAK",3.38931297709924
"2022_NYM",4.67175572519084
"2022_ATL",4.93129770992366
"2022_PHI",4.74045801526718
"2022_MIA",3.6
"2022_WSN",3.73076923076923
"2022_STL",4.91603053435114
"2022_MIL",4.56589147286822
"2022_CHC",4.14503816793893
"2022_CIN",4.24806201550388
"2022_PIT",3.56153846153846
"2022_LAD",5.35658914728682
"2022_SDP",4.43181818181818
"2022_SFG",4.4031007751938
"2022_ARI",4.43410852713178
"2022_COL",4.42748091603053
"2023_BAL",4.98496240601504
"2023_TBR",5.35820895522388
"2023_TOR",4.5
"2023_BOS",4.96268656716418
"2023_NYY",4.21641791044776
"2023_MIN",4.5
"2023_CLE",4.06716417910448
"2023_DET",3.93283582089552
"2023_CHW",4.16417910447761
"2023_KCR",3.92592592592593
"2023_SEA",4.81203007518797
"2023_HOU",5.05925925925926
"2023_TEX",5.54887218045113
"2023_LAA",4.76119402985075
"2023_OAK",3.6044776119403
"2023_ATL",5.84962406015038
"2023_PHI",4.88721804511278
"2023_MIA",3.98507462686567
"2023_WSN",4.3037037037037
"2023_NYM",4.34328358208955
"2023_MIL",4.37593984962406
"2023_CHC",5.02255639097744
"2023_CIN",4.74814814814815
"2023_PIT",4.19402985074627
"2023_STL",4.48507462686567
"2023_LAD",5.66917293233083
"2023_SFG",4.32835820895522
"2023_ARI",4.67910447761194
"2023_SDP",4.47407407407407
"2023_COL",4.35338345864662
"2024_NYY",5.06617647058824
"2024_BAL",4.94890510948905
"2024_BOS",4.83088235294118
"2024_TBR",3.88148148148148
"2024_TOR",4.23188405797101
"2024_CLE",4.54411764705882
"2024_KCR",4.82481751824818
"2024_MIN",4.8
"2024_DET",4.21897810218978
"2024_CHW",3.06569343065693
"2024_HOU",4.56617647058824
"2024_SEA",3.98529411764706
"2024_TEX",4.13235294117647
"2024_OAK",4.08823529411765
"2024_LAA",3.91176470588235
"2024_PHI",4.82352941176471
"2024_ATL",4.31617647058824
"2024_NYM",4.77205882352941
"2024_WSN",4.22058823529412
"2024_MIA",3.77205882352941
"2024_MIL",4.88970588235294
"2024_CHC",4.5
"2024_STL",4.10294117647059
"2024_PIT",4.22962962962963
"2024_CIN",4.46715328467153
"2024_LAD",5
"2024_ARI",5.36029411764706
"2024_SDP",4.78260869565217
"2024_SFG",4.24817518248175
"2024_COL",4.30656934306569
