"","game_date","home_team","team","batting_team","pitcher_name","mlbam_playerid","hr","bb","hbp","so","ip","year","fip","playoff_game","home_away"
"51","2013-10-15","Los Angeles Dodgers","Los Angeles Dodgers","St. Louis Cardinals","Hyun Jin Ryu",547943,0,1,0,4,7,2013,2.33371428571429,1,"H"
"52","2013-10-15","Los Angeles Dodgers","St. Louis Cardinals","Los Angeles Dodgers","Adam Wainwright",425794,0,0,0,5,7,2013,1.61942857142857,1,"A"
"53","2013-10-15","Detroit Tigers","Boston Red Sox","Detroit Tigers","John Lackey",407793,0,0,0,8,6.67,2013,0.64919940029985,1,"A"
"54","2013-10-15","Detroit Tigers","Detroit Tigers","Boston Red Sox","Justin Verlander",434378,1,1,0,10,8,2013,2.548,1,"H"
"55","2013-10-16","Los Angeles Dodgers","Los Angeles Dodgers","St. Louis Cardinals","Ricky Nolasco",445060,1,1,0,4,4,2013,5.048,1,"H"
"56","2013-10-16","Los Angeles Dodgers","St. Louis Cardinals","Los Angeles Dodgers","Lance Lynn",458681,0,3,0,5,5.33,2013,2.86038273921201,1,"A"
"57","2013-10-16","Los Angeles Dodgers","Los Angeles Dodgers","St. Louis Cardinals","Zack Greinke",425844,0,1,0,4,7,2013,2.33371428571429,1,"H"
"58","2013-10-16","Los Angeles Dodgers","St. Louis Cardinals","Los Angeles Dodgers","Joe Kelly",523260,2,0,0,3,5,2013,7.048,1,"A"
"59","2013-10-17","Detroit Tigers","Boston Red Sox","Detroit Tigers","Jake Peavy",408241,0,3,0,1,3,2013,5.38133333333333,1,"A"
"60","2013-10-17","Detroit Tigers","Detroit Tigers","Boston Red Sox","Doug Fister",450729,0,1,0,7,6,2013,1.21466666666667,1,"H"
"61","2013-10-18","Detroit Tigers","Boston Red Sox","Detroit Tigers","Jon Lester",452657,0,3,0,3,5,2013,3.648,1,"A"
"62","2013-10-18","Detroit Tigers","Detroit Tigers","Boston Red Sox","Aníbal Sánchez",434671,1,0,0,5,6,2013,3.548,1,"H"
"63","2013-10-19","St. Louis Cardinals","Los Angeles Dodgers","St. Louis Cardinals","Clayton Kershaw",477132,0,1,0,5,4,2013,1.298,1,"A"
"64","2013-10-19","St. Louis Cardinals","St. Louis Cardinals","Los Angeles Dodgers","Michael Wacha",608379,0,1,0,5,7,2013,2.048,1,"H"
"65","2013-10-20","Boston Red Sox","Boston Red Sox","Detroit Tigers","Clay Buchholz",453329,0,2,0,4,5,2013,2.648,1,"H"
"66","2013-10-20","Boston Red Sox","Detroit Tigers","Boston Red Sox","Max Scherzer",453286,0,5,1,8,6.33,2013,3.36395576619273,1,"A"
"67","2013-10-23","Boston Red Sox","Boston Red Sox","St. Louis Cardinals","Jon Lester",452657,0,1,0,8,7.67,2013,1.35308474576271,1,"H"
"68","2013-10-23","Boston Red Sox","St. Louis Cardinals","Boston Red Sox","Adam Wainwright",425794,0,1,0,4,5.33,2013,2.10991369606004,1,"A"
"69","2013-10-24","Boston Red Sox","Boston Red Sox","St. Louis Cardinals","John Lackey",407793,0,2,0,6,6.33,2013,2.1001327014218,1,"H"
"70","2013-10-24","Boston Red Sox","St. Louis Cardinals","Boston Red Sox","Michael Wacha",608379,1,4,0,6,6,2013,5.21466666666667,1,"A"
"71","2013-10-26","St. Louis Cardinals","Boston Red Sox","St. Louis Cardinals","Jake Peavy",408241,0,1,0,4,3.67,2013,1.68560217983651,1,"A"
"72","2013-10-26","St. Louis Cardinals","St. Louis Cardinals","Boston Red Sox","Joe Kelly",523260,0,3,0,6,5.33,2013,2.48514821763602,1,"H"
"73","2013-10-28","St. Louis Cardinals","Boston Red Sox","St. Louis Cardinals","Clay Buchholz",453329,0,3,0,2,4,2013,4.298,1,"A"
"74","2013-10-28","St. Louis Cardinals","St. Louis Cardinals","Boston Red Sox","Lance Lynn",458681,0,3,0,5,5.67,2013,2.87163315696649,1,"H"
"75","2013-10-28","St. Louis Cardinals","Boston Red Sox","St. Louis Cardinals","Jon Lester",452657,1,0,0,7,7.67,2013,2.91762190352021,1,"A"
"76","2013-10-28","St. Louis Cardinals","St. Louis Cardinals","Boston Red Sox","Adam Wainwright",425794,0,1,0,10,6.67,2013,0.499274362818591,1,"H"
"77","2013-10-30","Boston Red Sox","Boston Red Sox","St. Louis Cardinals","John Lackey",407793,0,1,0,5,6.67,2013,1.99852473763118,1,"H"
"78","2013-10-30","Boston Red Sox","St. Louis Cardinals","Boston Red Sox","Michael Wacha",608379,1,4,1,5,3.67,2013,7.95263215258856,1,"A"
"79","2014-10-01","Kansas City Royals","Kansas City Royals","Oakland Athletics","James Shields",448306,1,2,0,6,5,2014,4.532,1,"H"
"80","2014-10-01","Kansas City Royals","Oakland Athletics","Kansas City Royals","Jon Lester",452657,0,2,0,5,7.33,2014,2.58629740791269,1,"A"
"81","2014-10-02","Pittsburgh Pirates","Pittsburgh Pirates","San Francisco Giants","Edinson Volquez",450172,1,3,0,3,5,2014,6.332,1,"H"
"82","2014-10-02","Pittsburgh Pirates","San Francisco Giants","Pittsburgh Pirates","Madison Bumgarner",518516,0,1,0,10,9,2014,1.24311111111111,1,"A"
"83","2014-10-02","Baltimore Orioles","Baltimore Orioles","Detroit Tigers","Chris Tillman",501957,2,1,0,6,5,2014,6.532,1,"H"
"84","2014-10-02","Baltimore Orioles","Detroit Tigers","Baltimore Orioles","Max Scherzer",453286,2,1,1,6,7,2014,5.98914285714286,1,"A"
"85","2014-10-03","Los Angeles Angels","Kansas City Royals","Los Angeles Angels","Jason Vargas",450306,2,1,0,2,6,2014,7.29866666666667,1,"A"
"86","2014-10-03","Los Angeles Angels","Los Angeles Angels","Kansas City Royals","Jered Weaver",450308,0,2,0,6,7,2014,2.27485714285714,1,"H"
"87","2014-10-03","Baltimore Orioles","Baltimore Orioles","Detroit Tigers","Wei-Yin Chen",612672,2,0,0,3,3.67,2014,8.58159128065395,1,"H"
"88","2014-10-03","Baltimore Orioles","Detroit Tigers","Baltimore Orioles","Justin Verlander",434378,1,1,0,4,5,2014,4.732,1,"A"
"89","2014-10-03","Washington Nationals","San Francisco Giants","Washington Nationals","Jake Peavy",408241,0,3,0,3,5.67,2014,3.66110052910053,1,"A"
"90","2014-10-03","Washington Nationals","Washington Nationals","San Francisco Giants","Stephen Strasburg",544931,0,1,1,2,5.33,2014,3.50723452157599,1,"H"
"91","2014-10-03","Los Angeles Dodgers","Los Angeles Dodgers","St. Louis Cardinals","Clayton Kershaw",477132,2,0,0,10,6.67,2014,4.03155022488756,1,"H"
"92","2014-10-03","Los Angeles Dodgers","St. Louis Cardinals","Los Angeles Dodgers","Adam Wainwright",425794,1,1,1,5,4.33,2014,5.21052193995381,1,"A"
"93","2014-10-04","Los Angeles Angels","Kansas City Royals","Los Angeles Angels","Yordano Ventura",570649,0,1,0,5,6.67,2014,2.08252473763118,1,"A"
"94","2014-10-04","Los Angeles Angels","Los Angeles Angels","Kansas City Royals","Matt Shoemaker",533167,0,0,0,6,6,2014,1.132,1,"H"
"95","2014-10-04","Washington Nationals","San Francisco Giants","Washington Nationals","Tim Hudson",218596,0,0,0,8,7.33,2014,0.94918963165075,1,"A"
"96","2014-10-04","Washington Nationals","Washington Nationals","San Francisco Giants","Jordan Zimmermann",519455,0,1,0,6,8.67,2014,2.09393771626298,1,"H"
"97","2014-10-05","Los Angeles Dodgers","Los Angeles Dodgers","St. Louis Cardinals","Zack Greinke",425844,0,2,1,7,7,2014,2.41771428571429,1,"H"
"98","2014-10-05","Los Angeles Dodgers","St. Louis Cardinals","Los Angeles Dodgers","Lance Lynn",458681,0,2,0,8,6,2014,1.46533333333333,1,"A"
"99","2014-10-05","Detroit Tigers","Baltimore Orioles","Detroit Tigers","Bud Norris",502032,0,2,0,6,7,2014,2.27485714285714,1,"A"
"100","2014-10-05","Detroit Tigers","Detroit Tigers","Baltimore Orioles","David Price",456034,1,2,1,6,8,2014,4.382,1,"H"
"101","2014-10-05","Kansas City Royals","Kansas City Royals","Los Angeles Angels","James Shields",448306,2,2,1,6,6,2014,6.96533333333333,1,"H"
"102","2014-10-05","Kansas City Royals","Los Angeles Angels","Kansas City Royals","C.J. Wilson",450351,0,1,0,1,0.67,2014,4.62453731343284,1,"A"
"103","2014-10-06","San Francisco Giants","San Francisco Giants","Washington Nationals","Madison Bumgarner",518516,0,1,0,6,7.33,2014,1.90416916780355,1,"H"
"104","2014-10-06","San Francisco Giants","Washington Nationals","San Francisco Giants","Doug Fister",450729,0,3,0,3,6.67,2014,3.58177511244378,1,"A"
"105","2014-10-07","St. Louis Cardinals","Los Angeles Dodgers","St. Louis Cardinals","Hyun Jin Ryu",547943,1,1,0,4,6,2014,4.46533333333333,1,"A"
"106","2014-10-07","St. Louis Cardinals","St. Louis Cardinals","Los Angeles Dodgers","John Lackey",407793,0,1,0,8,7,2014,1.27485714285714,1,"H"
"107","2014-10-07","St. Louis Cardinals","Los Angeles Dodgers","St. Louis Cardinals","Clayton Kershaw",477132,1,2,0,9,6,2014,3.29866666666667,1,"A"
"108","2014-10-07","St. Louis Cardinals","St. Louis Cardinals","Los Angeles Dodgers","Shelby Miller",571946,0,3,1,4,5.67,2014,3.83746737213404,1,"H"
"109","2014-10-08","San Francisco Giants","San Francisco Giants","Washington Nationals","Ryan Vogelsong",285064,0,2,0,4,5.67,2014,2.77926631393298,1,"H"
"110","2014-10-08","San Francisco Giants","Washington Nationals","San Francisco Giants","Gio González",461829,0,1,0,1,4.33,2014,3.36294688221709,1,"A"
"111","2014-10-11","Baltimore Orioles","Baltimore Orioles","Kansas City Royals","Chris Tillman",501957,1,2,0,3,4.33,2014,6.13430946882217,1,"H"
"112","2014-10-11","Baltimore Orioles","Kansas City Royals","Baltimore Orioles","James Shields",448306,0,1,0,3,5,2014,2.532,1,"A"
"113","2014-10-11","Baltimore Orioles","Baltimore Orioles","Kansas City Royals","Bud Norris",502032,1,0,0,3,4.33,2014,4.74862817551963,1,"H"
"114","2014-10-11","Baltimore Orioles","Kansas City Royals","Baltimore Orioles","Yordano Ventura",570649,1,3,0,3,5.67,2014,5.95386948853615,1,"A"
"115","2014-10-12","St. Louis Cardinals","San Francisco Giants","St. Louis Cardinals","Madison Bumgarner",518516,0,1,1,7,7.67,2014,2.08897522816167,1,"A"
"116","2014-10-12","St. Louis Cardinals","St. Louis Cardinals","San Francisco Giants","Adam Wainwright",425794,0,3,0,2,4.67,2014,4.20266381156317,1,"H"
"117","2014-10-13","St. Louis Cardinals","San Francisco Giants","St. Louis Cardinals","Jake Peavy",408241,1,3,0,2,4,2014,7.632,1,"A"
"118","2014-10-13","St. Louis Cardinals","St. Louis Cardinals","San Francisco Giants","Lance Lynn",458681,0,1,0,3,5.67,2014,2.60289947089947,1,"H"
"119","2014-10-15","Kansas City Royals","Baltimore Orioles","Kansas City Royals","Wei-Yin Chen",612672,0,1,0,4,5,2014,2.132,1,"A"
"120","2014-10-15","Kansas City Royals","Kansas City Royals","Baltimore Orioles","Jeremy Guthrie",425386,0,2,0,2,5,2014,3.532,1,"H"
"121","2014-10-14","San Francisco Giants","San Francisco Giants","St. Louis Cardinals","Tim Hudson",218596,0,0,1,5,6,2014,1.96533333333333,1,"H"
"122","2014-10-14","San Francisco Giants","St. Louis Cardinals","San Francisco Giants","John Lackey",407793,0,1,1,3,5.67,2014,3.132,1,"A"
"123","2014-10-15","Kansas City Royals","Baltimore Orioles","Kansas City Royals","Wei-Yin Chen",612672,0,1,0,4,5,2014,2.132,1,"A"
"124","2014-10-15","Kansas City Royals","Kansas City Royals","Baltimore Orioles","Jeremy Guthrie",425386,0,2,0,2,5,2014,3.532,1,"H"
"125","2014-10-15","Kansas City Royals","Baltimore Orioles","Kansas City Royals","Miguel González",456068,0,4,2,4,6,2014,4.79866666666667,1,"A"
"126","2014-10-15","Kansas City Royals","Kansas City Royals","Baltimore Orioles","Jason Vargas",450306,1,3,0,6,5.33,2014,5.00817260787993,1,"H"
"127","2014-10-16","San Francisco Giants","San Francisco Giants","St. Louis Cardinals","Ryan Vogelsong",285064,1,2,0,1,3,2014,8.79866666666667,1,"H"
"128","2014-10-16","San Francisco Giants","St. Louis Cardinals","San Francisco Giants","Shelby Miller",571946,0,2,0,3,3.67,2014,3.132,1,"A"
"129","2014-10-17","San Francisco Giants","San Francisco Giants","St. Louis Cardinals","Madison Bumgarner",518516,2,2,0,5,8,2014,5.882,1,"H"
"130","2014-10-17","San Francisco Giants","St. Louis Cardinals","San Francisco Giants","Adam Wainwright",425794,1,2,0,7,7,2014,3.84628571428571,1,"A"
"131","2014-10-22","Kansas City Royals","Kansas City Royals","San Francisco Giants","James Shields",448306,1,1,0,1,2.67,2014,8.3754456928839,1,"H"
"132","2014-10-22","Kansas City Royals","San Francisco Giants","Kansas City Royals","Madison Bumgarner",518516,1,1,1,5,7,2014,4.41771428571429,1,"A"
"133","2014-10-23","Kansas City Royals","Kansas City Royals","San Francisco Giants","Yordano Ventura",570649,1,0,0,2,5,2014,4.932,1,"H"
"134","2014-10-23","Kansas City Royals","San Francisco Giants","Kansas City Royals","Jake Peavy",408241,0,2,0,1,4.67,2014,3.98853104925054,1,"A"
"135","2014-10-25","San Francisco Giants","Kansas City Royals","San Francisco Giants","Jeremy Guthrie",425386,0,0,0,0,4.67,2014,3.132,1,"A"
"136","2014-10-25","San Francisco Giants","San Francisco Giants","Kansas City Royals","Tim Hudson",218596,0,1,0,2,5.67,2014,2.95563315696649,1,"H"
"137","2014-10-26","San Francisco Giants","Kansas City Royals","San Francisco Giants","Jason Vargas",450306,0,2,0,3,3.33,2014,3.132,1,"A"
"138","2014-10-26","San Francisco Giants","San Francisco Giants","Kansas City Royals","Ryan Vogelsong",285064,0,1,0,2,2.67,2014,2.75746816479401,1,"H"
"139","2014-10-27","San Francisco Giants","Kansas City Royals","San Francisco Giants","James Shields",448306,0,1,0,4,6,2014,2.29866666666667,1,"A"
"140","2014-10-27","San Francisco Giants","San Francisco Giants","Kansas City Royals","Madison Bumgarner",518516,0,0,0,8,9,2014,1.35422222222222,1,"H"
"141","2014-10-29","Kansas City Royals","Kansas City Royals","San Francisco Giants","Yordano Ventura",570649,0,5,0,4,7,2014,4.132,1,"H"
"142","2014-10-29","Kansas City Royals","San Francisco Giants","Kansas City Royals","Jake Peavy",408241,0,1,0,2,1.33,2014,2.38012030075188,1,"A"
"143","2014-10-30","Kansas City Royals","Kansas City Royals","San Francisco Giants","Jeremy Guthrie",425386,0,0,1,3,3.33,2014,2.2310990990991,1,"H"
"144","2014-10-30","Kansas City Royals","San Francisco Giants","Kansas City Royals","Tim Hudson",218596,0,1,1,1,1.67,2014,5.52720958083832,1,"A"
"145","2015-10-07","New York Yankees","Houston Astros","New York Yankees","Dallas Keuchel",572971,0,1,0,7,6,2015,1.30066666666667,1,"A"
"146","2015-10-07","New York Yankees","New York Yankees","Houston Astros","Masahiro Tanaka",547888,2,3,0,3,5,2015,8.934,1,"H"
"147","2015-10-08","Pittsburgh Pirates","Chicago Cubs","Pittsburgh Pirates","Jake Arrieta",453562,0,0,2,11,9,2015,1.35622222222222,1,"A"
"148","2015-10-08","Pittsburgh Pirates","Pittsburgh Pirates","Chicago Cubs","Gerrit Cole",543037,2,1,0,4,5,2015,7.334,1,"H"
"149","2015-10-08","Toronto Blue Jays","Texas Rangers","Toronto Blue Jays","Yovani Gallardo",451596,0,1,0,1,5,2015,3.334,1,"A"
"150","2015-10-08","Toronto Blue Jays","Toronto Blue Jays","Texas Rangers","David Price",456034,2,2,2,5,7,2015,7.134,1,"H"
"151","2015-10-08","Kansas City Royals","Houston Astros","Kansas City Royals","Collin McHugh",543521,2,1,0,1,6,2015,7.634,1,"A"
"152","2015-10-08","Kansas City Royals","Kansas City Royals","Houston Astros","Yordano Ventura",570649,0,1,0,2,2,2015,2.634,1,"H"
"153","2015-10-09","Toronto Blue Jays","Texas Rangers","Toronto Blue Jays","Cole Hamels",430935,1,0,0,6,7,2015,3.27685714285714,1,"A"
"154","2015-10-09","Toronto Blue Jays","Toronto Blue Jays","Texas Rangers","Marcus Stroman",573186,0,2,0,5,7.33,2015,2.58829740791269,1,"H"
"155","2015-10-09","Kansas City Royals","Houston Astros","Kansas City Royals","Scott Kazmir",431148,1,1,0,4,5.33,2015,4.63493808630394,1,"A"
"156","2015-10-09","Kansas City Royals","Kansas City Royals","Houston Astros","Johnny Cueto",456501,1,3,0,5,6,2015,5.134,1,"H"
"157","2015-10-09","St. Louis Cardinals","Chicago Cubs","St. Louis Cardinals","Jon Lester",452657,1,1,0,9,7.33,2015,2.86114870395634,1,"A"
"158","2015-10-09","St. Louis Cardinals","St. Louis Cardinals","Chicago Cubs","John Lackey",407793,0,1,0,5,7.33,2015,2.1790204638472,1,"H"
"159","2015-10-10","Los Angeles Dodgers","Los Angeles Dodgers","New York Mets","Clayton Kershaw",477132,1,4,0,11,6.67,2015,3.58377511244378,1,"H"
"160","2015-10-10","Los Angeles Dodgers","New York Mets","Los Angeles Dodgers","Jacob deGrom",594798,0,1,0,13,7,2015,-0.151714285714286,1,"A"
"161","2015-10-10","St. Louis Cardinals","Chicago Cubs","St. Louis Cardinals","Kyle Hendricks",543294,3,0,0,7,4.67,2015,8.48731905781585,1,"A"
"162","2015-10-10","St. Louis Cardinals","St. Louis Cardinals","Chicago Cubs","Jaime García",448802,1,1,0,2,2.33,2015,8.28421459227468,1,"H"
"163","2015-10-11","Los Angeles Dodgers","Los Angeles Dodgers","New York Mets","Zack Greinke",425844,2,0,0,8,7,2015,4.56257142857143,1,"H"
"164","2015-10-11","Los Angeles Dodgers","New York Mets","Los Angeles Dodgers","Noah Syndergaard",592789,0,4,0,9,6.33,2015,2.1861327014218,1,"A"
"165","2015-10-11","Houston Astros","Houston Astros","Kansas City Royals","Dallas Keuchel",572971,1,3,0,7,7,2015,4.27685714285714,1,"H"
"166","2015-10-11","Houston Astros","Kansas City Royals","Houston Astros","Edinson Volquez",450172,0,4,0,8,5.33,2015,2.38353095684803,1,"A"
"167","2015-10-12","Texas Rangers","Texas Rangers","Toronto Blue Jays","Martín Pérez",527048,0,3,0,2,5,2015,4.134,1,"H"
"168","2015-10-12","Texas Rangers","Toronto Blue Jays","Texas Rangers","Marco Estrada",462136,0,0,0,4,6.33,2015,1.87017693522907,1,"A"
"169","2015-10-12","Houston Astros","Houston Astros","Kansas City Royals","Lance McCullers Jr.",621121,1,2,2,7,6.33,2015,4.87175671406003,1,"H"
"170","2015-10-12","Houston Astros","Kansas City Royals","Houston Astros","Yordano Ventura",570649,2,3,1,8,5,2015,7.534,1,"A"
"171","2015-10-12","Texas Rangers","Texas Rangers","Toronto Blue Jays","Derek Holland",502706,3,1,0,0,2,2015,24.134,1,"H"
"172","2015-10-12","Texas Rangers","Toronto Blue Jays","Texas Rangers","R.A. Dickey",285079,0,0,0,3,4.67,2015,1.8492034261242,1,"A"
"173","2015-10-12","Chicago Cubs","Chicago Cubs","St. Louis Cardinals","Jake Arrieta",453562,1,2,1,9,5.67,2015,3.83946737213404,1,"H"
"174","2015-10-12","Chicago Cubs","St. Louis Cardinals","Chicago Cubs","Michael Wacha",608379,3,3,0,5,4.33,2015,11.9099815242494,1,"A"
"175","2015-10-13","New York Mets","Los Angeles Dodgers","New York Mets","Brett Anderson",474463,1,0,0,3,3,2015,5.46733333333333,1,"A"
"176","2015-10-13","New York Mets","New York Mets","Los Angeles Dodgers","Matt Harvey",518774,0,2,0,7,5,2015,1.534,1,"H"
"177","2015-10-13","Chicago Cubs","Chicago Cubs","St. Louis Cardinals","Jason Hammel",434628,1,3,0,2,3,2015,9.134,1,"H"
"178","2015-10-13","Chicago Cubs","St. Louis Cardinals","Chicago Cubs","John Lackey",407793,1,1,0,5,3,2015,5.134,1,"A"
"179","2015-10-14","New York Mets","Los Angeles Dodgers","New York Mets","Clayton Kershaw",477132,1,1,0,8,7,2015,3.134,1,"A"
"180","2015-10-14","New York Mets","New York Mets","Los Angeles Dodgers","Steven Matz",571927,0,2,0,4,5,2015,2.734,1,"H"
"181","2015-10-14","Toronto Blue Jays","Texas Rangers","Toronto Blue Jays","Cole Hamels",430935,1,2,0,8,7,2015,3.56257142857143,1,"A"
"182","2015-10-14","Toronto Blue Jays","Toronto Blue Jays","Texas Rangers","Marcus Stroman",573186,1,1,0,4,6.33,2015,4.39782306477093,1,"H"
"183","2015-10-15","Kansas City Royals","Houston Astros","Kansas City Royals","Collin McHugh",543521,0,1,1,1,4,2015,4.134,1,"A"
"184","2015-10-15","Kansas City Royals","Kansas City Royals","Houston Astros","Johnny Cueto",456501,1,0,0,8,8,2015,2.759,1,"H"
"185","2015-10-16","Los Angeles Dodgers","Los Angeles Dodgers","New York Mets","Zack Greinke",425844,1,1,0,9,6.67,2015,2.83414992503748,1,"H"
"186","2015-10-16","Los Angeles Dodgers","New York Mets","Los Angeles Dodgers","Jacob deGrom",594798,0,3,0,7,6,2015,2.30066666666667,1,"A"
"187","2015-10-17","Kansas City Royals","Kansas City Royals","Toronto Blue Jays","Edinson Volquez",450172,0,4,0,5,6,2015,3.46733333333333,1,"H"
"188","2015-10-17","Kansas City Royals","Toronto Blue Jays","Kansas City Royals","Marco Estrada",462136,1,0,0,6,5.33,2015,3.32161726078799,1,"A"
"189","2015-10-17","Kansas City Royals","Kansas City Royals","Toronto Blue Jays","Yordano Ventura",570649,0,2,0,6,5.33,2015,2.00829643527204,1,"H"
"190","2015-10-17","Kansas City Royals","Toronto Blue Jays","Kansas City Royals","David Price",456034,0,0,0,8,6.67,2015,0.73519940029985,1,"A"
"191","2015-10-17","New York Mets","Chicago Cubs","New York Mets","Jon Lester",452657,2,1,0,5,6.67,2015,5.98257571214393,1,"A"
"192","2015-10-17","New York Mets","New York Mets","Chicago Cubs","Matt Harvey",518774,1,2,1,9,7.33,2015,3.67970259208731,1,"H"
"193","2015-10-19","New York Mets","Chicago Cubs","New York Mets","Jake Arrieta",453562,1,2,0,8,5,2015,3.734,1,"A"
"194","2015-10-19","New York Mets","New York Mets","Chicago Cubs","Noah Syndergaard",592789,0,1,0,9,5.67,2015,0.488497354497354,1,"H"
"195","2015-10-20","Toronto Blue Jays","Kansas City Royals","Toronto Blue Jays","Johnny Cueto",456501,1,4,1,2,2,2015,15.134,1,"A"
"196","2015-10-20","Toronto Blue Jays","Toronto Blue Jays","Kansas City Royals","Marcus Stroman",573186,0,1,0,1,6.33,2015,3.29197788309637,1,"H"
"197","2015-10-20","Toronto Blue Jays","Kansas City Royals","Toronto Blue Jays","Chris Young",432934,0,2,0,4,4.67,2015,2.70573447537473,1,"A"
"198","2015-10-20","Toronto Blue Jays","Toronto Blue Jays","Kansas City Royals","R.A. Dickey",285079,2,2,1,1,1.67,2015,22.8944790419162,1,"H"
"199","2015-10-21","Chicago Cubs","Chicago Cubs","New York Mets","Kyle Hendricks",543294,1,1,0,4,3.67,2015,5.31383651226158,1,"H"
"200","2015-10-21","Chicago Cubs","New York Mets","Chicago Cubs","Jacob deGrom",594798,2,1,0,7,7,2015,5.27685714285714,1,"A"
"201","2015-10-21","Toronto Blue Jays","Kansas City Royals","Toronto Blue Jays","Edinson Volquez",450172,1,4,1,2,5,2015,7.934,1,"A"
"202","2015-10-21","Toronto Blue Jays","Toronto Blue Jays","Kansas City Royals","Marco Estrada",462136,1,1,0,5,7.67,2015,3.91626857887875,1,"H"
"203","2015-10-22","Chicago Cubs","Chicago Cubs","New York Mets","Jason Hammel",434628,2,2,1,1,1.33,2015,27.946030075188,1,"H"
"204","2015-10-22","Chicago Cubs","New York Mets","Chicago Cubs","Steven Matz",571927,0,2,0,4,4.67,2015,2.70573447537473,1,"A"
"205","2015-10-24","Kansas City Royals","Kansas City Royals","Toronto Blue Jays","Yordano Ventura",570649,1,2,0,5,5.33,2015,4.82255534709193,1,"H"
"206","2015-10-24","Kansas City Royals","Toronto Blue Jays","Kansas City Royals","David Price",456034,2,1,0,8,6.67,2015,5.08302548725637,1,"A"
"207","2015-10-28","Kansas City Royals","Kansas City Royals","New York Mets","Edinson Volquez",450172,1,1,1,3,6,2015,5.30066666666667,1,"H"
"208","2015-10-28","Kansas City Royals","New York Mets","Kansas City Royals","Matt Harvey",518774,1,2,0,2,6,2015,5.634,1,"A"
"209","2015-10-29","Kansas City Royals","Kansas City Royals","New York Mets","Johnny Cueto",456501,0,3,0,4,9,2015,3.24511111111111,1,"H"
"210","2015-10-29","Kansas City Royals","New York Mets","Kansas City Royals","Jacob deGrom",594798,0,3,0,2,5,2015,4.134,1,"A"
"211","2015-10-31","New York Mets","Kansas City Royals","New York Mets","Yordano Ventura",570649,2,0,0,1,3.33,2015,10.3412072072072,1,"A"
"212","2015-10-31","New York Mets","New York Mets","Kansas City Royals","Noah Syndergaard",592789,0,2,0,6,5.67,2015,2.07579894179894,1,"H"
"213","2015-11-01","New York Mets","Kansas City Royals","New York Mets","Chris Young",432934,1,1,0,3,4,2015,5.634,1,"A"
"214","2015-11-01","New York Mets","New York Mets","Kansas City Royals","Steven Matz",571927,0,0,0,5,5,2015,1.134,1,"H"
"215","2015-11-02","New York Mets","Kansas City Royals","New York Mets","Edinson Volquez",450172,1,5,0,5,6,2015,6.134,1,"A"
"216","2015-11-02","New York Mets","New York Mets","Kansas City Royals","Matt Harvey",518774,0,2,0,9,8,2015,1.634,1,"H"
"217","2016-10-05","Toronto Blue Jays","Baltimore Orioles","Toronto Blue Jays","Chris Tillman",501957,1,1,0,4,4.33,2016,4.99457505773672,1,"A"
"218","2016-10-05","Toronto Blue Jays","Toronto Blue Jays","Baltimore Orioles","Marcus Stroman",573186,1,0,0,6,6,2016,3.31366666666667,1,"H"
"219","2016-10-06","New York Mets","New York Mets","San Francisco Giants","Noah Syndergaard",592789,0,3,0,10,6.67,2016,1.49782458770615,1,"H"
"220","2016-10-06","New York Mets","San Francisco Giants","New York Mets","Madison Bumgarner",518516,0,2,0,6,9,2016,2.48033333333333,1,"A"
"221","2016-10-06","Texas Rangers","Texas Rangers","Toronto Blue Jays","Cole Hamels",430935,1,3,0,1,3.33,2016,9.15300600600601,1,"H"
"222","2016-10-06","Texas Rangers","Toronto Blue Jays","Texas Rangers","Marco Estrada",462136,0,0,0,6,8.33,2016,1.7064237695078,1,"A"
"223","2016-10-07","Cleveland Indians","Boston Red Sox","Cleveland Indians","Rick Porcello",519144,3,0,1,6,4,2016,10.647,1,"A"
"224","2016-10-07","Cleveland Indians","Cleveland Indians","Boston Red Sox","Trevor Bauer",545333,2,0,0,6,4.33,2016,6.38025635103926,1,"H"
"225","2016-10-07","Texas Rangers","Texas Rangers","Toronto Blue Jays","Yu Darvish",506433,4,1,1,4,5,2016,13.147,1,"H"
"226","2016-10-07","Texas Rangers","Toronto Blue Jays","Texas Rangers","J.A. Happ",457918,0,1,0,5,5,2016,1.747,1,"A"
"227","2016-10-07","Cleveland Indians","Boston Red Sox","Cleveland Indians","David Price",456034,1,2,0,3,3.33,2016,7.0509039039039,1,"A"
"228","2016-10-07","Cleveland Indians","Cleveland Indians","Boston Red Sox","Corey Kluber",446372,0,3,1,7,7,2016,2.86128571428571,1,"H"
"229","2016-10-07","Washington Nationals","Los Angeles Dodgers","Washington Nationals","Clayton Kershaw",477132,0,1,0,7,5.33,2016,1.08321013133208,1,"A"
"230","2016-10-07","Washington Nationals","Washington Nationals","Los Angeles Dodgers","Max Scherzer",453286,2,0,1,5,6,2016,6.31366666666667,1,"H"
"231","2016-10-08","Chicago Cubs","Chicago Cubs","San Francisco Giants","Jon Lester",452657,0,0,0,5,7.33,2016,1.78274351978172,1,"H"
"232","2016-10-08","Chicago Cubs","San Francisco Giants","Chicago Cubs","Johnny Cueto",456501,1,0,0,10,8,2016,2.272,1,"A"
"233","2016-10-09","Washington Nationals","Los Angeles Dodgers","Washington Nationals","Rich Hill",448179,1,2,2,7,4.33,2016,5.68741570438799,1,"A"
